state,collection_date,positive,all_SGTF,sequenced_SGTF,B117
MN,2021-03-05,8,4,3,3
NC,2021-03-05,47,7,2,2
NY,2021-03-05,5,3,3,3
PA,2021-03-05,155,30,18,17
TX,2021-03-05,41,17,4,4
AZ,2021-03-06,13,1,1,1
CA,2021-03-06,65,8,0,0
FL,2021-03-06,179,79,43,42
GA,2021-03-06,67,28,10,10
IL,2021-03-06,3,2,0,0
IN,2021-03-06,34,5,3,3
LA,2021-03-06,5,2,1,0
MA,2021-03-06,56,12,4,3
MI,2021-03-06,38,14,11,10
MN,2021-03-06,7,2,2,2
NC,2021-03-06,40,2,1,1
NJ,2021-03-06,5,1,1,1
NY,2021-03-06,9,2,2,2
PA,2021-03-06,126,20,13,13
TX,2021-03-06,34,12,7,7
AZ,2021-03-07,8,3,2,2
CA,2021-03-07,61,13,3,3
FL,2021-03-07,211,106,75,75
GA,2021-03-07,35,19,13,13
IL,2021-03-07,11,2,1,1
IN,2021-03-07,39,4,2,2
LA,2021-03-07,4,1,0,0
MA,2021-03-07,44,11,8,8
MI,2021-03-07,35,10,7,7
MN,2021-03-07,9,3,3,3
NC,2021-03-07,33,4,4,3
NJ,2021-03-07,7,1,1,1
PA,2021-03-07,116,33,25,25
TX,2021-03-07,38,19,15,15
AZ,2021-03-08,10,4,3,3
CA,2021-03-08,90,19,3,3
FL,2021-03-08,264,123,92,92
GA,2021-03-08,81,32,10,10
IL,2021-03-08,11,0,0,0
IN,2021-03-08,51,9,2,2
LA,2021-03-08,4,1,0,0
MA,2021-03-08,69,17,9,9
MI,2021-03-08,52,23,13,13
MN,2021-03-08,14,7,7,7
NC,2021-03-08,57,10,4,4
PA,2021-03-08,144,24,12,12
TX,2021-03-08,64,20,15,15
AL,2021-03-09,4,0,0,0
AZ,2021-03-09,19,4,1,1
CA,2021-03-09,103,28,1,1
FL,2021-03-09,260,129,56,56
GA,2021-03-09,76,30,14,13
IL,2021-03-09,9,2,1,1
IN,2021-03-09,39,14,11,11
LA,2021-03-09,4,1,1,1
MA,2021-03-09,60,16,10,10
MI,2021-03-09,67,26,12,12
MN,2021-03-09,8,3,3,3
NC,2021-03-09,44,9,1,1
NJ,2021-03-09,6,2,0,0
NY,2021-03-09,4,2,1,1
OH,2021-03-09,4,0,0,0
PA,2021-03-09,141,26,6,5
TX,2021-03-09,37,14,6,6
VA,2021-03-09,5,0,0,0
AZ,2021-03-10,17,4,4,4
CA,2021-03-10,63,15,1,1
FL,2021-03-10,290,140,77,76
GA,2021-03-10,82,40,8,8
IL,2021-03-10,5,0,0,0
IN,2021-03-10,46,17,11,11
LA,2021-03-10,3,0,0,0
MA,2021-03-10,77,27,10,8
MI,2021-03-10,87,53,30,30
MN,2021-03-10,16,9,5,5
NC,2021-03-10,74,15,6,5
NJ,2021-03-10,3,2,0,0
NY,2021-03-10,4,1,1,1
PA,2021-03-10,169,33,17,15
TX,2021-03-10,50,18,11,11
AZ,2021-03-11,9,0,0,0
CA,2021-03-11,96,21,5,5
CT,2021-03-11,5,2,2,2
FL,2021-03-11,272,147,84,85
GA,2021-03-11,78,42,29,28
IL,2021-03-11,14,2,1,1
IN,2021-03-11,54,18,8,8
KY,2021-03-11,3,0,0,0
LA,2021-03-11,5,4,2,2
MA,2021-03-11,95,30,21,21
MI,2021-03-11,78,37,22,22
MN,2021-03-11,18,12,12,12
NC,2021-03-11,45,10,3,2
NJ,2021-03-11,3,1,1,1
NY,2021-03-11,4,4,2,2
OH,2021-03-11,3,0,0,0
PA,2021-03-11,191,59,35,33
TX,2021-03-11,47,17,11,11
VA,2021-03-11,3,0,0,0
WA,2021-03-11,3,1,1,1
AZ,2021-03-12,11,4,1,1
CA,2021-03-12,50,14,4,4
FL,2021-03-12,269,136,74,73
GA,2021-03-12,65,33,10,10
IL,2021-03-12,4,1,1,1
IN,2021-03-12,48,14,8,8
MA,2021-03-12,74,22,16,15
MI,2021-03-12,74,38,22,22
MN,2021-03-12,8,4,4,4
NC,2021-03-12,35,7,3,3
NY,2021-03-12,7,2,0,0
PA,2021-03-12,169,41,24,23
TX,2021-03-12,39,22,10,10
AL,2021-03-13,3,1,0,0
AZ,2021-03-13,5,2,0,0
CA,2021-03-13,40,12,1,1
CT,2021-03-13,4,1,0,0
FL,2021-03-13,205,105,74,74
GA,2021-03-13,72,35,19,19
IL,2021-03-13,11,2,0,0
IN,2021-03-13,29,4,2,2
MA,2021-03-13,61,19,15,13
MI,2021-03-13,77,36,22,22
MN,2021-03-13,9,5,5,5
NC,2021-03-13,50,11,8,8
NJ,2021-03-13,4,0,0,0
NY,2021-03-13,5,1,1,1
PA,2021-03-13,140,42,27,23
TX,2021-03-13,37,13,7,7
AZ,2021-03-14,5,0,0,0
CA,2021-03-14,44,16,2,2
CT,2021-03-14,3,1,0,0
FL,2021-03-14,177,93,52,52
GA,2021-03-14,53,37,20,20
IL,2021-03-14,12,2,2,2
IN,2021-03-14,36,11,5,5
LA,2021-03-14,3,1,1,1
MA,2021-03-14,60,17,11,10
MI,2021-03-14,61,41,23,23
MN,2021-03-14,13,4,1,1
NC,2021-03-14,42,10,5,5
NY,2021-03-14,4,4,0,0
PA,2021-03-14,126,35,15,13
TX,2021-03-14,27,13,7,7
AZ,2021-03-15,9,3,0,0
CA,2021-03-15,71,19,0,0
FL,2021-03-15,304,156,41,41
GA,2021-03-15,81,44,14,14
IL,2021-03-15,13,3,0,0
IN,2021-03-15,50,9,1,1
LA,2021-03-15,10,3,0,0
MA,2021-03-15,98,36,7,7
MI,2021-03-15,86,46,7,7
MN,2021-03-15,17,10,9,9
NC,2021-03-15,74,15,4,4
NJ,2021-03-15,9,2,0,0
NY,2021-03-15,5,1,1,1
PA,2021-03-15,201,66,11,10
SC,2021-03-15,4,2,1,1
TX,2021-03-15,38,23,2,2
AZ,2021-03-16,7,1,0,0
CA,2021-03-16,86,30,6,6
CT,2021-03-16,5,1,0,0
FL,2021-03-16,263,135,30,30
GA,2021-03-16,85,52,8,8
IL,2021-03-16,16,4,2,2
IN,2021-03-16,53,9,4,4
LA,2021-03-16,8,7,1,1
MA,2021-03-16,66,24,7,7
MI,2021-03-16,117,72,15,15
MN,2021-03-16,22,14,14,14
NC,2021-03-16,58,21,8,8
NJ,2021-03-16,7,2,1,1
NY,2021-03-16,4,0,0,0
OH,2021-03-16,3,0,0,0
PA,2021-03-16,216,74,19,18
SC,2021-03-16,3,0,0,0
TX,2021-03-16,35,16,4,4
VA,2021-03-16,4,0,0,0
AZ,2021-03-17,13,3,0,0
CA,2021-03-17,67,28,0,0
FL,2021-03-17,285,165,0,0
GA,2021-03-17,69,52,0,0
IL,2021-03-17,15,2,0,0
IN,2021-03-17,43,16,0,0
MA,2021-03-17,78,28,0,0
MD,2021-03-17,3,1,0,0
MI,2021-03-17,144,86,0,0
MN,2021-03-17,11,5,0,0
NC,2021-03-17,61,21,0,0
NJ,2021-03-17,3,2,0,0
NY,2021-03-17,3,1,0,0
PA,2021-03-17,185,70,0,0
TN,2021-03-17,3,1,0,0
TX,2021-03-17,40,19,0,0
VA,2021-03-17,3,1,0,0
AZ,2021-03-18,15,2,0,0
CA,2021-03-18,93,26,0,0
FL,2021-03-18,257,142,0,0
GA,2021-03-18,66,36,0,0
IL,2021-03-18,14,5,0,0
IN,2021-03-18,44,12,0,0
LA,2021-03-18,5,3,0,0
MA,2021-03-18,82,35,0,0
MD,2021-03-18,4,1,0,0
MI,2021-03-18,117,78,0,0
MN,2021-03-18,12,5,0,0
NC,2021-03-18,59,19,0,0
NJ,2021-03-18,10,5,0,0
NY,2021-03-18,8,2,0,0
OH,2021-03-18,4,0,0,0
PA,2021-03-18,193,83,0,0
TN,2021-03-18,3,3,0,0
TX,2021-03-18,40,20,0,0
AZ,2021-03-19,12,4,0,0
CA,2021-03-19,59,13,0,0
CT,2021-03-19,3,1,0,0
FL,2021-03-19,260,150,0,0
GA,2021-03-19,64,38,0,0
IL,2021-03-19,3,2,0,0
IN,2021-03-19,41,16,0,0
LA,2021-03-19,3,1,0,0
MA,2021-03-19,70,30,0,0
MD,2021-03-19,3,0,0,0
MI,2021-03-19,147,103,0,0
MN,2021-03-19,18,5,0,0
NC,2021-03-19,44,15,0,0
NJ,2021-03-19,7,0,0,0
NY,2021-03-19,6,4,0,0
PA,2021-03-19,196,70,0,0
TN,2021-03-19,5,2,0,0
TX,2021-03-19,21,10,0,0
CA,2021-03-20,50,13,0,0
CT,2021-03-20,3,0,0,0
FL,2021-03-20,230,135,0,0
GA,2021-03-20,44,22,0,0
IL,2021-03-20,8,3,0,0
IN,2021-03-20,41,15,0,0
MA,2021-03-20,77,31,0,0
MI,2021-03-20,117,80,0,0
MN,2021-03-20,18,15,0,0
NC,2021-03-20,39,12,0,0
NJ,2021-03-20,5,1,0,0
NY,2021-03-20,5,1,0,0
PA,2021-03-20,183,82,0,0
TX,2021-03-20,21,15,0,0
AZ,2021-03-21,11,2,0,0
CA,2021-03-21,48,16,0,0
FL,2021-03-21,231,150,0,0
GA,2021-03-21,57,39,0,0
IL,2021-03-21,10,4,0,0
IN,2021-03-21,30,13,0,0
LA,2021-03-21,4,2,0,0
MA,2021-03-21,93,40,0,0
MI,2021-03-21,134,93,0,0
MN,2021-03-21,19,11,0,0
NC,2021-03-21,51,21,0,0
NJ,2021-03-21,4,3,0,0
PA,2021-03-21,178,80,0,0
TX,2021-03-21,35,23,0,0
AZ,2021-03-22,14,7,0,0
CA,2021-03-22,84,37,0,0
FL,2021-03-22,356,218,0,0
GA,2021-03-22,68,44,0,0
IL,2021-03-22,10,2,0,0
IN,2021-03-22,61,27,0,0
LA,2021-03-22,9,8,0,0
MA,2021-03-22,115,54,0,0
MI,2021-03-22,188,120,0,0
MN,2021-03-22,29,17,0,0
NC,2021-03-22,58,21,0,0
NJ,2021-03-22,9,5,0,0
NY,2021-03-22,3,2,0,0
PA,2021-03-22,237,107,0,0
SC,2021-03-22,4,1,0,0
TX,2021-03-22,37,26,0,0
AZ,2021-03-23,14,7,0,0
CA,2021-03-23,86,38,0,0
CT,2021-03-23,3,1,0,0
FL,2021-03-23,330,194,0,0
GA,2021-03-23,70,50,0,0
IL,2021-03-23,9,6,0,0
IN,2021-03-23,49,21,0,0
LA,2021-03-23,4,3,0,0
MA,2021-03-23,106,34,0,0
MI,2021-03-23,219,153,0,0
MN,2021-03-23,24,18,0,0
NC,2021-03-23,61,20,0,0
NJ,2021-03-23,11,4,0,0
NY,2021-03-23,6,3,0,0
PA,2021-03-23,253,110,0,0
SC,2021-03-23,5,3,0,0
TX,2021-03-23,37,23,0,0
AZ,2021-03-24,16,4,0,0
CA,2021-03-24,77,36,0,0
FL,2021-03-24,239,158,0,0
GA,2021-03-24,69,50,0,0
IL,2021-03-24,21,12,0,0
IN,2021-03-24,45,29,0,0
MA,2021-03-24,99,48,0,0
MD,2021-03-24,4,1,0,0
MI,2021-03-24,215,149,0,0
MN,2021-03-24,20,16,0,0
NC,2021-03-24,50,21,0,0
NJ,2021-03-24,4,1,0,0
NY,2021-03-24,6,0,0,0
PA,2021-03-24,269,129,0,0
TX,2021-03-24,36,23,0,0
AZ,2021-03-25,13,4,0,0
CA,2021-03-25,73,27,0,0
CT,2021-03-25,3,1,0,0
FL,2021-03-25,309,197,0,0
GA,2021-03-25,76,55,0,0
IL,2021-03-25,16,7,0,0
IN,2021-03-25,63,30,0,0
LA,2021-03-25,3,2,0,0
MA,2021-03-25,116,58,0,0
MI,2021-03-25,236,156,0,0
MN,2021-03-25,31,21,0,0
NC,2021-03-25,62,28,0,0
NJ,2021-03-25,16,8,0,0
NY,2021-03-25,4,2,0,0
PA,2021-03-25,285,135,0,0
TX,2021-03-25,51,31,0,0
VA,2021-03-25,5,2,0,0
AZ,2021-03-26,13,2,0,0
CA,2021-03-26,62,28,0,0
FL,2021-03-26,323,213,0,0
GA,2021-03-26,57,41,0,0
IL,2021-03-26,15,7,0,0
IN,2021-03-26,44,26,0,0
LA,2021-03-26,3,1,0,0
MA,2021-03-26,106,54,0,0
MI,2021-03-26,222,151,0,0
MN,2021-03-26,13,9,0,0
NC,2021-03-26,51,22,0,0
NJ,2021-03-26,17,5,0,0
NY,2021-03-26,5,4,0,0
OH,2021-03-26,5,1,0,0
PA,2021-03-26,292,138,0,0
TX,2021-03-26,49,28,0,0
WI,2021-03-26,3,2,0,0
AZ,2021-03-27,13,5,0,0
CA,2021-03-27,40,17,0,0
FL,2021-03-27,242,149,0,0
GA,2021-03-27,53,31,0,0
IL,2021-03-27,13,3,0,0
IN,2021-03-27,53,28,0,0
LA,2021-03-27,7,5,0,0
MA,2021-03-27,107,58,0,0
MD,2021-03-27,7,6,0,0
MI,2021-03-27,227,171,0,0
MN,2021-03-27,32,26,0,0
NC,2021-03-27,52,24,0,0
NJ,2021-03-27,9,5,0,0
NY,2021-03-27,3,2,0,0
PA,2021-03-27,234,120,0,0
TX,2021-03-27,33,24,0,0
AZ,2021-03-28,14,3,0,0
CA,2021-03-28,52,23,0,0
FL,2021-03-28,239,142,0,0
GA,2021-03-28,34,24,0,0
IL,2021-03-28,15,7,0,0
IN,2021-03-28,50,33,0,0
LA,2021-03-28,4,1,0,0
MA,2021-03-28,84,39,0,0
MI,2021-03-28,190,139,0,0
MN,2021-03-28,28,17,0,0
NC,2021-03-28,45,14,0,0
NJ,2021-03-28,9,5,0,0
NY,2021-03-28,3,2,0,0
PA,2021-03-28,195,79,0,0
TX,2021-03-28,31,19,0,0
AZ,2021-03-29,13,5,0,0
CA,2021-03-29,86,40,0,0
FL,2021-03-29,375,236,0,0
GA,2021-03-29,78,50,0,0
IL,2021-03-29,22,8,0,0
IN,2021-03-29,74,40,0,0
LA,2021-03-29,3,2,0,0
MA,2021-03-29,89,41,0,0
MD,2021-03-29,3,2,0,0
MI,2021-03-29,278,214,0,0
MN,2021-03-29,34,24,0,0
NC,2021-03-29,66,33,0,0
NJ,2021-03-29,7,3,0,0
NY,2021-03-29,4,0,0,0
OH,2021-03-29,3,1,0,0
PA,2021-03-29,268,124,0,0
TX,2021-03-29,35,20,0,0
WI,2021-03-29,6,2,0,0
AZ,2021-03-30,16,7,0,0
CA,2021-03-30,97,47,0,0
CT,2021-03-30,3,2,0,0
FL,2021-03-30,351,232,0,0
GA,2021-03-30,67,55,0,0
IL,2021-03-30,20,9,0,0
IN,2021-03-30,65,36,0,0
LA,2021-03-30,4,0,0,0
MA,2021-03-30,95,50,0,0
MD,2021-03-30,4,2,0,0
MI,2021-03-30,288,203,0,0
MN,2021-03-30,36,25,0,0
NC,2021-03-30,53,24,0,0
NJ,2021-03-30,12,8,0,0
NY,2021-03-30,5,1,0,0
OH,2021-03-30,4,4,0,0
PA,2021-03-30,298,159,0,0
TX,2021-03-30,47,31,0,0
AZ,2021-03-31,14,7,0,0
CA,2021-03-31,74,32,0,0
FL,2021-03-31,374,250,0,0
GA,2021-03-31,67,44,0,0
IL,2021-03-31,27,13,0,0
IN,2021-03-31,80,52,0,0
LA,2021-03-31,6,5,0,0
MA,2021-03-31,95,41,0,0
MD,2021-03-31,3,2,0,0
MI,2021-03-31,295,219,0,0
MN,2021-03-31,42,31,0,0
NC,2021-03-31,75,41,0,0
NJ,2021-03-31,9,5,0,0
NY,2021-03-31,7,5,0,0
OH,2021-03-31,4,1,0,0
PA,2021-03-31,265,135,0,0
TX,2021-03-31,48,29,0,0
AZ,2021-04-01,14,5,0,0
CA,2021-04-01,87,41,0,0
CT,2021-04-01,3,1,0,0
FL,2021-04-01,357,214,0,0
GA,2021-04-01,78,56,0,0
IL,2021-04-01,22,15,0,0
IN,2021-04-01,75,47,0,0
LA,2021-04-01,4,3,0,0
MA,2021-04-01,90,44,0,0
MD,2021-04-01,4,1,0,0
MI,2021-04-01,239,194,0,0
MN,2021-04-01,43,32,0,0
NC,2021-04-01,52,33,0,0
NJ,2021-04-01,8,5,0,0
NY,2021-04-01,5,0,0,0
OH,2021-04-01,6,2,0,0
PA,2021-04-01,270,131,0,0
TX,2021-04-01,55,35,0,0
VA,2021-04-01,3,2,0,0
AZ,2021-04-02,14,8,0,0
CA,2021-04-02,52,25,0,0
GA,2021-04-02,9,8,0,0
IL,2021-04-02,12,4,0,0
IN,2021-04-02,58,33,0,0
TX,2021-04-02,11,9,0,0
CA,2021-04-03,17,8,0,0
